energy_system_scenario,freight_demand_scenario,year,region,technology,freight_ton_mile_travel
Reference/business as usual,Maritime Activity Reduction,2035,north_west,diesel,209000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_west,hydrogen,169000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_west,biodiesel,190000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_west,catenary,188000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,north_west,battery,171000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_east,diesel,188000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_east,hydrogen,209000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_east,biodiesel,184000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_east,catenary,146000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_east,battery,168000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_west,diesel,150000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_west,hydrogen,197000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_west,biodiesel,203000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_west,catenary,166000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,south_west,battery,203000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,texas,diesel,204000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,texas,hydrogen,192000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,texas,biodiesel,155000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,texas,catenary,168000000000.0
Reference/business as usual,Maritime Activity Reduction,2035,texas,battery,187000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,california,diesel,180000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,california,hydrogen,177000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,california,biodiesel,189000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,california,catenary,182000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,california,battery,164000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,central,diesel,158000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,central,hydrogen,161000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,central,biodiesel,151000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,central,catenary,211000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,central,battery,149000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,diesel,151000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,hydrogen,190000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,biodiesel,196000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,catenary,169000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,middle_atlantic,battery,188000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_central,diesel,209000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_central,hydrogen,175000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_central,biodiesel,167000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_central,catenary,192000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_central,battery,151000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_east,diesel,179000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_east,hydrogen,151000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_east,biodiesel,178000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_east,catenary,146000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_east,battery,182000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_west,diesel,144000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_west,hydrogen,212000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_west,biodiesel,185000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_west,catenary,208000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,north_west,battery,178000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_east,diesel,168000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_east,hydrogen,184000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_east,biodiesel,150000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_east,catenary,175000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_east,battery,154000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_west,diesel,199000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_west,hydrogen,201000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_west,biodiesel,178000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_west,catenary,153000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,south_west,battery,151000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,texas,diesel,189000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,texas,hydrogen,192000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,texas,biodiesel,160000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,texas,catenary,167000000000.0
Reference/business as usual,Maritime Activity Reduction,2040,texas,battery,170000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,california,diesel,154000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,california,hydrogen,190000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,california,biodiesel,175000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,california,catenary,197000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,california,battery,203000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,central,diesel,165000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,central,hydrogen,200000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,central,biodiesel,203000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,central,catenary,207000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,central,battery,209000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,diesel,149000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,hydrogen,161000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,biodiesel,214000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,catenary,194000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,middle_atlantic,battery,198000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_central,diesel,155000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_central,hydrogen,215000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_central,biodiesel,148000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_central,catenary,157000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_central,battery,147000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_east,diesel,147000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_east,hydrogen,182000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_east,biodiesel,162000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_east,catenary,198000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_east,battery,164000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_west,diesel,150000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_west,hydrogen,165000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_west,biodiesel,157000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_west,catenary,149000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,north_west,battery,156000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_east,diesel,177000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_east,hydrogen,150000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_east,biodiesel,215000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_east,catenary,215000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_east,battery,169000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_west,diesel,200000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_west,hydrogen,148000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_west,biodiesel,150000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_west,catenary,202000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,south_west,battery,214000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,texas,diesel,190000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,texas,hydrogen,210000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,texas,biodiesel,187000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,texas,catenary,208000000000.0
Reference/business as usual,Maritime Activity Reduction,2045,texas,battery,171000000000.0
Reference/business as usual,Maritime Activity Reduction,2050,california,diesel,178000000000.0
Reference/business as usual,Maritime Activity Reduction,2050,california,hydrogen,166000000000.0
Reference/business as usual,Maritime Activity Reduction,2050,california,biodiesel,183000000000.0
Reference/business as usual,Maritime Activity Reduction,2050,california,catenary,162000000000.0
Reference/business as usual,Maritime Activity Reduction,2050,california,battery,176000000000.0
Reference/business as usual,Maritime Activity Reduction,2050,central,diesel,215000000000.0
Reference/business as usual,Maritime Activity Reduction,2050,central,hydrogen,205000000000.0
Reference/business as usual,Maritime Activity Reduction,2050,central,biodiesel,200000000000.0
Reference/business as usual,Maritime Activity Reduction,2050,central,catenary,211000000000.0
