energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_locomotives,number_of_tender_cars,locomotive_hours,tender_hours,cost_per_locomotive ($),cost_per_tender ($),cost_per_locomotive_hour ($),cost_per_tender_hour ($)
Reference/business as usual,Maritime Activity Reduction,2050,middle_atlantic,diesel,2357,0,10319,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,middle_atlantic,hydrogen,2933,2933,12841,12841,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,middle_atlantic,biodiesel,2318,0,10148,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,middle_atlantic,battery,2333,6999,10214,30642,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_central,diesel,2294,0,10043,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_central,hydrogen,2598,2598,11374,11374,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_central,biodiesel,2530,0,11076,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_central,battery,2756,8268,12066,36197,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_east,diesel,2441,0,10687,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_east,hydrogen,2205,2205,9653,9653,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_east,biodiesel,2944,0,12889,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_east,battery,2571,7713,11256,33768,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_west,diesel,3001,0,13138,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_west,hydrogen,2684,2684,11751,11751,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_west,biodiesel,2453,0,10739,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,north_west,battery,2671,8013,11694,35081,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_east,diesel,3110,0,13616,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_east,hydrogen,3131,3131,13708,13708,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_east,biodiesel,3148,0,13782,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_east,battery,2933,8799,12841,38522,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_west,diesel,2261,0,9899,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_west,hydrogen,2947,2947,12902,12902,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_west,biodiesel,2349,0,10284,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,south_west,battery,3034,9102,13283,39849,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,texas,diesel,2980,0,13046,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,texas,hydrogen,2346,2346,10271,10271,3500000,190000,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,texas,biodiesel,2244,0,9824,0,3500000,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Maritime Activity Reduction,2050,texas,battery,2627,7881,11501,34503,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,california,diesel,2401,0,10512,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,california,hydrogen,2981,2981,13051,13051,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,california,biodiesel,2425,0,10617,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2025,california,battery,3192,9576,13975,41924,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,central,diesel,2319,0,10153,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,central,hydrogen,3266,3266,14299,14299,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,central,biodiesel,2554,0,11181,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2025,central,battery,2320,6960,10157,30471,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,middle_atlantic,diesel,2525,0,11054,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,middle_atlantic,hydrogen,2254,2254,9868,9868,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,middle_atlantic,biodiesel,3243,0,14198,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2025,middle_atlantic,battery,2998,8994,13125,39376,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,north_central,diesel,2737,0,11983,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,north_central,hydrogen,2837,2837,12420,12420,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,north_central,biodiesel,2493,0,10914,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2025,north_central,battery,2993,8979,13103,39310,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,north_east,diesel,2971,0,13007,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,north_east,hydrogen,2846,2846,12460,12460,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,north_east,biodiesel,2283,0,9995,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2025,north_east,battery,3135,9405,13725,41175,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,north_west,diesel,2272,0,9947,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,north_west,hydrogen,2624,2624,11488,11488,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,north_west,biodiesel,2213,0,9689,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2025,north_west,battery,3145,9435,13769,41306,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,south_east,diesel,2464,0,10787,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,south_east,hydrogen,2950,2950,12915,12915,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,south_east,biodiesel,2615,0,11448,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2025,south_east,battery,3044,9132,13327,39980,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,south_west,diesel,3010,0,13178,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,south_west,hydrogen,2717,2717,11895,11895,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,south_west,biodiesel,2485,0,10879,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2025,south_west,battery,2254,6762,9868,29604,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,texas,diesel,2902,0,12705,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,texas,hydrogen,2661,2661,11650,11650,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2025,texas,biodiesel,3058,0,13388,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2025,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2025,texas,battery,2581,7743,11300,33899,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,california,diesel,3103,0,13585,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,california,hydrogen,3224,3224,14115,14115,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,california,biodiesel,2671,0,11694,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2030,california,battery,2324,6972,10174,30523,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,central,diesel,3167,0,13865,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,central,hydrogen,2411,2411,10555,10555,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,central,biodiesel,2515,0,11011,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2030,central,battery,3053,9159,13366,40098,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,middle_atlantic,diesel,2968,0,12994,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,middle_atlantic,hydrogen,2192,2192,9597,9597,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,middle_atlantic,biodiesel,2447,0,10713,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2030,middle_atlantic,battery,2612,7836,11435,34306,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,north_central,diesel,2995,0,13112,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,north_central,hydrogen,2815,2815,12324,12324,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,north_central,biodiesel,2256,0,9877,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,north_central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2030,north_central,battery,3272,9816,14325,42974,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,north_east,diesel,2217,0,9706,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,north_east,hydrogen,2563,2563,11221,11221,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,north_east,biodiesel,2193,0,9601,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,north_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2030,north_east,battery,2982,8946,13055,39166,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,north_west,diesel,3206,0,14036,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,north_west,hydrogen,2808,2808,12293,12293,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,north_west,biodiesel,3036,0,13292,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,north_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2030,north_west,battery,2867,8601,12552,37655,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,south_east,diesel,2751,0,12044,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,south_east,hydrogen,3266,3266,14299,14299,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,south_east,biodiesel,2835,0,12412,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,south_east,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2030,south_east,battery,2854,8562,12495,37484,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,south_west,diesel,2377,0,10407,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,south_west,hydrogen,2424,2424,10612,10612,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,south_west,biodiesel,3115,0,13637,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,south_west,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2030,south_west,battery,2466,7398,10796,32388,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,texas,diesel,2719,0,11904,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,texas,hydrogen,2917,2917,12771,12771,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2030,texas,biodiesel,3137,0,13734,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2030,texas,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2030,texas,battery,2789,8367,12210,36631,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2035,california,diesel,2855,0,12499,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2035,california,hydrogen,2238,2238,9798,9798,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2035,california,biodiesel,2685,0,11755,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2035,california,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2035,california,battery,2853,8559,12490,37471,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2035,central,diesel,3177,0,13909,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2035,central,hydrogen,2852,2852,12486,12486,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2035,central,biodiesel,2693,0,11790,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2035,central,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2035,central,battery,2536,7608,11103,33308,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2035,middle_atlantic,diesel,2383,0,10433,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2035,middle_atlantic,hydrogen,2340,2340,10245,10245,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2035,middle_atlantic,biodiesel,3058,0,13388,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2035,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
Reference/business as usual,Population Shift,2035,middle_atlantic,battery,2806,8418,12285,36854,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2035,north_central,diesel,3260,0,14272,0,3500000,0,93.09,23.27
Reference/business as usual,Population Shift,2035,north_central,hydrogen,3123,3123,13672,13672,3500000,190000,93.09,23.27
Reference/business as usual,Population Shift,2035,north_central,biodiesel,3264,0,14290,0,3500000,0,93.09,23.27
